,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,City (US),State (US),Postal Code (US),Returned,Order_YMD,Order Day,Order Month,Order Year
13776,5377,CA-2011-125542,2011-12-05,12/7/11,7,62.23,0.2,348.488,117.6147,230.8733,0.3375,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,Corporate,Nona Balk,United States,US-East,Philadelphia,Pennsylvania,19134,0,2011-12-05,5,12,2011
13777,5378,CA-2011-125542,2011-12-05,12/7/11,4,53.98,0.2,172.736,-30.2288,202.9648,-0.175,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,Corporate,Nona Balk,United States,US-East,Philadelphia,Pennsylvania,19134,0,2011-12-05,5,12,2011
13778,5379,CA-2013-136021,2013-08-15,8/19/13,3,5.18,0.0,15.54,7.6146,7.9254,0.49,Office Supplies,Paper,Array Memo Cubes,Consumer,Jill Matthias,United States,US-West,Los Angeles,California,90045,0,2013-08-15,15,8,2013
13779,5380,CA-2013-136021,2013-08-15,8/19/13,6,21.99,0.2,105.552,35.6238,69.9282,0.3375,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,Consumer,Jill Matthias,United States,US-West,Los Angeles,California,90045,0,2013-08-15,15,8,2013
13780,5381,CA-2013-149195,2013-09-06,9/8/13,5,6.48,0.2,25.92,9.072,16.848,0.35,Office Supplies,Paper,Xerox 202,Corporate,Don Miller,United States,US-Central,Houston,Texas,77070,0,2013-09-06,6,9,2013
13781,5382,CA-2013-149195,2013-09-06,9/8/13,8,2.47,0.2,15.808,5.3352,10.4728,0.3375,Office Supplies,Fasteners,Staples,Corporate,Don Miller,United States,US-Central,Houston,Texas,77070,0,2013-09-06,6,9,2013
13782,5383,CA-2013-149195,2013-09-06,9/8/13,2,6.48,0.2,10.368,3.7584,6.6096,0.3625,Office Supplies,Paper,Xerox 1930,Corporate,Don Miller,United States,US-Central,Houston,Texas,77070,0,2013-09-06,6,9,2013
13783,5384,CA-2014-161410,2014-06-27,7/4/14,3,199.0,0.4,358.2,41.79,316.41,0.116666667,Technology,Phones,Bose SoundLink Bluetooth Speaker,Consumer,Chris Cortes,United States,US-East,Philadelphia,Pennsylvania,19143,0,2014-06-27,27,6,2014
13784,5385,CA-2014-161410,2014-06-27,7/4/14,14,64.99,0.4,545.916,72.7888,473.1272,0.133333333,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,Consumer,Chris Cortes,United States,US-East,Philadelphia,Pennsylvania,19143,0,2014-06-27,27,6,2014
13785,5386,CA-2014-152786,2014-03-13,3/18/14,9,4.49,0.0,40.41,18.5886,21.8214,0.46,Office Supplies,Binders,Avery Non-Stick Binders,Consumer,Guy Armstrong,United States,US-South,Rogers,Arkansas,72756,0,2014-03-13,13,3,2014
13786,5387,CA-2014-164707,2014-02-19,2/22/14,3,69.99,0.2,167.976,10.4985,157.4775,0.0625,Technology,Phones,iHome FM Clock Radio with Lightning Dock,Corporate,Cynthia Voltz,United States,US-West,Los Angeles,California,90045,0,2014-02-19,19,2,2014
13787,5388,CA-2014-164707,2014-02-19,2/22/14,3,36.51,0.0,109.53,47.0979,62.4321,0.43,Technology,Accessories,Memorex Micro Travel Drive 32 GB,Corporate,Cynthia Voltz,United States,US-West,Los Angeles,California,90045,0,2014-02-19,19,2,2014
13788,5389,CA-2014-164707,2014-02-19,2/22/14,2,4.91,0.0,9.82,4.8118,5.0082,0.49,Office Supplies,Labels,Avery 493,Corporate,Cynthia Voltz,United States,US-West,Los Angeles,California,90045,0,2014-02-19,19,2,2014
13789,5390,CA-2014-163874,2014-11-11,11/13/14,3,10.98,0.2,26.352,9.5526,16.7994,0.3625,Office Supplies,Binders,GBC Imprintable Covers,Corporate,Nick Crebassa,United States,US-West,Seattle,Washington,98105,0,2014-11-11,11,11,2014
13790,5391,US-2011-123183,2011-11-19,11/25/11,6,3.75,0.0,22.5,10.8,11.7,0.48,Office Supplies,Labels,Avery 480,Corporate,Georgia Rosenberg,United States,US-East,Wilmington,Delaware,19805,0,2011-11-19,19,11,2011
13791,5392,US-2011-123183,2011-11-19,11/25/11,2,4.98,0.0,9.96,4.5816,5.3784,0.46,Office Supplies,Labels,Avery 499,Corporate,Georgia Rosenberg,United States,US-East,Wilmington,Delaware,19805,0,2011-11-19,19,11,2011
13792,5393,US-2011-123183,2011-11-19,11/25/11,7,30.44,0.0,213.08,102.2784,110.8016,0.48,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Corporate,Georgia Rosenberg,United States,US-East,Wilmington,Delaware,19805,0,2011-11-19,19,11,2011
13793,5394,US-2011-123183,2011-11-19,11/25/11,6,170.98,0.0,1025.88,235.9524,789.9276,0.23,Furniture,Bookcases,Sauder Inglewood Library Bookcases,Corporate,Georgia Rosenberg,United States,US-East,Wilmington,Delaware,19805,0,2011-11-19,19,11,2011
13794,5395,CA-2011-104829,2011-11-18,11/21/11,7,3.14,0.0,21.98,9.891,12.089,0.45,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",Corporate,John Grady,United States,US-West,Provo,Utah,84604,1,2011-11-18,18,11,2011
13795,5396,US-2013-147340,2013-09-25,9/25/13,5,12.64,0.0,63.2,23.384,39.816,0.37,Furniture,Furnishings,Nu-Dell Executive Frame,Corporate,Edward Becker,United States,US-West,San Francisco,California,94110,0,2013-09-25,25,9,2013
13796,5397,CA-2013-145492,2013-11-21,11/28/13,12,3.25,0.0,39.0,11.31,27.69,0.29,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Corporate,Matt Connell,United States,US-West,Los Angeles,California,90004,1,2013-11-21,21,11,2013
13797,5398,CA-2013-163202,2013-09-28,10/3/13,3,3.23,0.7,2.907,-2.0349,4.9419,-0.7,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Corporate,Brian Moss,United States,US-East,Lancaster,Ohio,43130,0,2013-09-28,28,9,2013
13798,5399,CA-2013-117681,2013-04-10,4/15/13,5,130.98,0.15,556.665,6.549,550.116,0.011764706,Furniture,Bookcases,Bush Somerset Collection Bookcase,Consumer,Herbert Flentye,United States,US-West,Los Angeles,California,90004,0,2013-04-10,10,4,2013
13799,5400,CA-2014-132262,2014-09-22,9/24/14,2,35.99,0.0,71.98,15.1158,56.8642,0.21,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,Muhammed Lee,United States,US-West,Seattle,Washington,98103,0,2014-09-22,22,9,2014
13800,5401,CA-2014-132262,2014-09-22,9/24/14,2,39.99,0.0,79.98,26.3934,53.5866,0.33,Technology,Accessories,Logitech M510 Wireless Mouse,Consumer,Muhammed Lee,United States,US-West,Seattle,Washington,98103,0,2014-09-22,22,9,2014
13801,5402,CA-2014-123043,2014-08-25,8/30/14,4,7.71,0.2,24.672,7.71,16.962,0.3125,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,Corporate,Alan Haines,United States,US-East,New York City,New York,10024,0,2014-08-25,25,8,2014
13802,5403,CA-2014-123043,2014-08-25,8/30/14,1,4.68,0.2,3.744,1.3104,2.4336,0.35,Office Supplies,Binders,Acco Translucent Poly Ring Binders,Corporate,Alan Haines,United States,US-East,New York City,New York,10024,0,2014-08-25,25,8,2014
13803,5404,US-2013-143280,2013-02-22,2/26/13,5,111.49,0.2,445.96,55.745,390.215,0.125,Technology,Phones,AT&T 1070 Corded Phone,Consumer,Tracy Zic,United States,US-West,Los Angeles,California,90045,0,2013-02-22,22,2,2013
13804,5405,US-2013-143280,2013-02-22,2/26/13,1,36.24,0.0,36.24,15.2208,21.0192,0.42,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Consumer,Tracy Zic,United States,US-West,Los Angeles,California,90045,0,2013-02-22,22,2,2013
13805,5406,US-2013-143280,2013-02-22,2/26/13,3,3.55,0.0,10.65,5.0055,5.6445,0.47,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Consumer,Tracy Zic,United States,US-West,Los Angeles,California,90045,0,2013-02-22,22,2,2013
13806,5407,CA-2014-108854,2014-12-09,12/15/14,4,21.98,0.0,87.92,40.4432,47.4768,0.46,Office Supplies,Paper,Standard Line â€œWhile You Were Outâ€ Hardbound Telephone Message Book,Corporate,Denise Monton,United States,US-West,San Francisco,California,94109,0,2014-12-09,9,12,2014
13807,5408,CA-2014-108854,2014-12-09,12/15/14,1,28.03,0.2,22.424,8.409,14.015,0.375,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",Corporate,Denise Monton,United States,US-West,San Francisco,California,94109,0,2014-12-09,9,12,2014
13808,5409,CA-2014-108854,2014-12-09,12/15/14,3,37.7,0.2,90.48,33.93,56.55,0.375,Office Supplies,Binders,Vinyl Sectional Post Binders,Corporate,Denise Monton,United States,US-West,San Francisco,California,94109,0,2014-12-09,9,12,2014
13809,5410,CA-2014-108854,2014-12-09,12/15/14,1,42.76,0.0,42.76,11.1176,31.6424,0.26,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",Corporate,Denise Monton,United States,US-West,San Francisco,California,94109,0,2014-12-09,9,12,2014
13810,5411,CA-2014-166856,2014-09-19,9/23/14,7,1.8,0.2,10.08,3.528,6.552,0.35,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,Consumer,Tony Sayre,United States,US-West,Clovis,New Mexico,88101,0,2014-09-19,19,9,2014
13811,5412,CA-2014-166856,2014-09-19,9/23/14,3,33.78,0.0,101.34,8.1072,93.2328,0.08,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,Consumer,Tony Sayre,United States,US-West,Clovis,New Mexico,88101,0,2014-09-19,19,9,2014
13812,5413,CA-2013-153157,2013-09-12,9/15/13,5,44.95,0.0,224.75,62.93,161.82,0.28,Technology,Phones,Plantronics Encore H101 Dual EarpiecesÂ Headset,Consumer,Trudy Brown,United States,US-Central,Wichita,Kansas,67212,0,2013-09-12,12,9,2013
13813,5414,US-2014-125647,2014-09-24,9/29/14,6,60.98,0.8,73.176,-197.5752,270.7512,-2.7,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Consumer,Lena Cacioppo,United States,US-Central,Chicago,Illinois,60653,0,2014-09-24,24,9,2014
13814,5415,US-2014-125647,2014-09-24,9/29/14,4,6.48,0.2,20.736,7.2576,13.4784,0.35,Office Supplies,Paper,Xerox 217,Consumer,Lena Cacioppo,United States,US-Central,Chicago,Illinois,60653,0,2014-09-24,24,9,2014
13815,5416,US-2014-125647,2014-09-24,9/29/14,2,24.99,0.2,39.984,-8.9964,48.9804,-0.225,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,Consumer,Lena Cacioppo,United States,US-Central,Chicago,Illinois,60653,0,2014-09-24,24,9,2014
13816,5417,CA-2011-132542,2011-10-06,10/8/11,2,7.68,0.0,15.36,7.68,7.68,0.5,Office Supplies,Binders,GBC VeloBinder Strips,Corporate,Alice McCarthy,United States,US-Central,Omaha,Nebraska,68104,0,2011-10-06,6,10,2011
13817,5418,CA-2012-110877,2012-10-23,10/26/12,7,6.48,0.2,36.288,12.7008,23.5872,0.35,Office Supplies,Paper,Xerox 212,Consumer,Joe Elijah,United States,US-Central,Houston,Texas,77041,0,2012-10-23,23,10,2012
13818,5419,CA-2012-110877,2012-10-23,10/26/12,2,93.99,0.2,150.384,15.0384,135.3456,0.1,Technology,Phones,Jabra SPEAK 410,Consumer,Joe Elijah,United States,US-Central,Houston,Texas,77041,0,2012-10-23,23,10,2012
13819,5420,US-2013-151827,2013-04-01,4/3/13,3,155.99,0.4,280.782,-60.8361,341.6181,-0.216666667,Technology,Phones,LG Exalt,Consumer,Carlos Soltero,United States,US-East,Philadelphia,Pennsylvania,19134,1,2013-04-01,1,4,2013
13820,5421,US-2013-151827,2013-04-01,4/3/13,2,19.99,0.2,31.984,1.1994,30.7846,0.0375,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Consumer,Carlos Soltero,United States,US-East,Philadelphia,Pennsylvania,19134,1,2013-04-01,1,4,2013
13821,5422,US-2013-163258,2013-12-30,1/3/14,3,4.68,0.2,11.232,3.9312,7.3008,0.35,Office Supplies,Binders,Acco Translucent Poly Ring Binders,Consumer,Phillip Flathmann,United States,US-West,Los Angeles,California,90045,0,2013-12-30,30,12,2013
13822,5423,CA-2014-103009,2014-11-04,11/6/14,5,5.28,0.0,26.4,11.88,14.52,0.45,Office Supplies,Paper,Xerox 1963,Corporate,Patrick Jones,United States,US-South,Richmond,Kentucky,40475,0,2014-11-04,4,11,2014
13823,5424,US-2014-120649,2014-01-21,1/27/14,2,1.76,0.0,3.52,1.0208,2.4992,0.29,Office Supplies,Art,Newell 326,Consumer,Jeremy Farry,United States,US-East,Waterbury,Connecticut,6708,0,2014-01-21,21,1,2014
13824,5425,CA-2013-153598,2013-12-04,12/7/13,5,329.99,0.0,1649.95,659.98,989.97,0.4,Technology,Accessories,LogitechÂ Z-906 Speaker sys - home theater - 5.1-CH,Consumer,Neoma Murray,United States,US-West,Los Angeles,California,90045,0,2013-12-04,4,12,2013
13825,5426,CA-2013-153598,2013-12-04,12/7/13,6,18.65,0.0,111.9,51.474,60.426,0.46,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,Consumer,Neoma Murray,United States,US-West,Los Angeles,California,90045,0,2013-12-04,4,12,2013
13826,5427,US-2013-108497,2013-06-15,6/15/13,5,140.98,0.15,599.165,35.245,563.92,0.058823529,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Home Office,Marc Harrigan,United States,US-West,Los Angeles,California,90036,0,2013-06-15,15,6,2013
13827,5428,CA-2013-113096,2013-09-03,9/5/13,3,15.51,0.0,46.53,12.0978,34.4322,0.26,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",Home Office,Sam Zeldin,United States,US-West,San Francisco,California,94122,0,2013-09-03,3,9,2013
13828,5429,CA-2011-136861,2011-09-05,9/7/11,2,19.99,0.2,31.984,1.999,29.985,0.0625,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Consumer,Patrick Ryan,United States,US-South,Saint Petersburg,Florida,33710,0,2011-09-05,5,9,2011
13829,5430,CA-2014-117422,2014-10-22,10/26/14,2,100.98,0.2,161.568,16.1568,145.4112,0.1,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Home Office,Frank Carlisle,United States,US-East,Lakewood,Ohio,44107,0,2014-10-22,22,10,2014
13830,5431,CA-2014-117422,2014-10-22,10/26/14,1,5.08,0.2,4.064,1.3716,2.6924,0.3375,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Home Office,Frank Carlisle,United States,US-East,Lakewood,Ohio,44107,0,2014-10-22,22,10,2014
13831,5432,CA-2014-117422,2014-10-22,10/26/14,4,5.18,0.7,6.216,-4.9728,11.1888,-0.8,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",Home Office,Frank Carlisle,United States,US-East,Lakewood,Ohio,44107,0,2014-10-22,22,10,2014
13832,5433,CA-2014-129707,2014-04-26,4/30/14,4,2.78,0.2,8.896,0.6672,8.2288,0.075,Office Supplies,Art,Newell 318,Consumer,Larry Hughes,United States,US-West,Chandler,Arizona,85224,1,2014-04-26,26,4,2014
13833,5434,CA-2012-160171,2012-10-19,10/24/12,5,328.14,0.0,1640.7,459.396,1181.304,0.28,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Home Office,Robert Marley,United States,US-West,Los Angeles,California,90008,0,2012-10-19,19,10,2012
13834,5435,CA-2012-160171,2012-10-19,10/24/12,3,90.0,0.0,270.0,97.2,172.8,0.36,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Home Office,Robert Marley,United States,US-West,Los Angeles,California,90008,0,2012-10-19,19,10,2012
13835,5436,CA-2011-103317,2011-07-05,7/8/11,2,12.2,0.2,19.52,5.368,14.152,0.275,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Corporate,Don Miller,United States,US-South,Palm Coast,Florida,32137,0,2011-07-05,5,7,2011
13836,5437,CA-2011-103317,2011-07-05,7/8/11,5,6.54,0.7,9.81,-6.867,16.677,-0.7,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,Corporate,Don Miller,United States,US-South,Palm Coast,Florida,32137,0,2011-07-05,5,7,2011
13837,5438,CA-2011-103317,2011-07-05,7/8/11,3,88.84,0.2,213.216,15.9912,197.2248,0.075,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,Corporate,Don Miller,United States,US-South,Palm Coast,Florida,32137,0,2011-07-05,5,7,2011
13838,5439,CA-2013-167115,2013-04-05,4/10/13,2,367.99,0.2,588.784,183.995,404.789,0.3125,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,Consumer,Evan Henry,United States,US-East,New York City,New York,10035,0,2013-04-05,5,4,2013
13839,5440,US-2014-153633,2014-11-14,11/19/14,1,2.58,0.2,2.064,0.1548,1.9092,0.075,Office Supplies,Art,DIXON Oriole Pencils,Consumer,Toby Carlisle,United States,US-South,Jupiter,Florida,33458,0,2014-11-14,14,11,2014
13840,5441,CA-2014-155929,2014-09-10,9/14/14,2,3.98,0.2,6.368,2.388,3.98,0.375,Office Supplies,Paper,Unpadded Memo Slips,Consumer,Arianne Irving,United States,US-West,Glendale,Arizona,85301,0,2014-09-10,10,9,2014
13841,5442,CA-2012-148712,2012-04-17,4/23/12,1,99.6,0.0,99.6,36.852,62.748,0.37,Technology,Accessories,Enermax Acrylux Wireless Keyboard,Consumer,Jessica Myrick,United States,US-East,New York City,New York,10035,0,2012-04-17,17,4,2012
13842,5443,CA-2012-148712,2012-04-17,4/23/12,13,5.99,0.2,62.296,21.0249,41.2711,0.3375,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",Consumer,Jessica Myrick,United States,US-East,New York City,New York,10035,0,2012-04-17,17,4,2012
13843,5444,CA-2012-148712,2012-04-17,4/23/12,3,3.57,0.0,10.71,2.7846,7.9254,0.26,Office Supplies,Art,Barrel Sharpener,Consumer,Jessica Myrick,United States,US-East,New York City,New York,10035,0,2012-04-17,17,4,2012
13844,5445,CA-2013-128307,2013-07-26,7/30/13,1,26.17,0.2,20.936,7.0659,13.8701,0.3375,Office Supplies,Envelopes,Quality Park Security Envelopes,Home Office,Bill Eplett,United States,US-Central,Houston,Texas,77041,0,2013-07-26,26,7,2013
13845,5446,US-2013-127425,2013-08-27,9/1/13,6,5.5,0.0,33.0,8.25,24.75,0.25,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,Corporate,Dan Reichenbach,United States,US-East,New York City,New York,10035,1,2013-08-27,27,8,2013
13846,5447,US-2013-127425,2013-08-27,9/1/13,5,49.99,0.0,249.95,87.4825,162.4675,0.35,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,Corporate,Dan Reichenbach,United States,US-East,New York City,New York,10035,1,2013-08-27,27,8,2013
13847,5448,US-2011-119081,2011-09-12,9/19/11,3,119.31,0.0,357.93,7.1586,350.7714,0.02,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,Home Office,Tom Ashbrook,United States,US-Central,Olathe,Kansas,66062,0,2011-09-12,12,9,2011
13848,5449,US-2011-119081,2011-09-12,9/19/11,5,11.48,0.0,57.4,10.906,46.494,0.19,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,Home Office,Tom Ashbrook,United States,US-Central,Olathe,Kansas,66062,0,2011-09-12,12,9,2011
13849,5450,US-2011-119081,2011-09-12,9/19/11,2,165.98,0.0,331.96,149.382,182.578,0.45,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,Home Office,Tom Ashbrook,United States,US-Central,Olathe,Kansas,66062,0,2011-09-12,12,9,2011
13850,5451,US-2011-119081,2011-09-12,9/19/11,2,20.28,0.0,40.56,12.9792,27.5808,0.32,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Home Office,Tom Ashbrook,United States,US-Central,Olathe,Kansas,66062,0,2011-09-12,12,9,2011
13851,5452,CA-2013-140613,2013-07-23,7/30/13,5,17.24,0.0,86.2,24.998,61.202,0.29,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",Home Office,Kristina Nunn,United States,US-West,Sparks,Nevada,89431,0,2013-07-23,23,7,2013
13852,5453,US-2014-108700,2014-05-20,5/24/14,6,7.92,0.2,38.016,13.7808,24.2352,0.3625,Office Supplies,Paper,Things To Do Today Spiral Book,Corporate,Patrick Jones,United States,US-Central,Rockford,Illinois,61107,0,2014-05-20,20,5,2014
13853,5454,CA-2014-160962,2014-04-29,5/3/14,1,10.48,0.2,8.384,0.7336,7.6504,0.0875,Office Supplies,Storage,Sterilite Officeware Hinged File Box,Corporate,Matt Connell,United States,US-East,Philadelphia,Pennsylvania,19143,0,2014-04-29,29,4,2014
13854,5455,CA-2014-160962,2014-04-29,5/3/14,2,4.28,0.2,6.848,0.7704,6.0776,0.1125,Office Supplies,Art,Newell 341,Corporate,Matt Connell,United States,US-East,Philadelphia,Pennsylvania,19143,0,2014-04-29,29,4,2014
13855,5456,CA-2014-130631,2014-12-30,1/3/15,5,3.92,0.0,19.6,9.604,9.996,0.49,Office Supplies,Fasteners,Acco Glide Clips,Consumer,Bruce Stewart,United States,US-West,Edmonds,Washington,98026,1,2014-12-30,30,12,2014
13856,5457,CA-2014-130631,2014-12-30,1/3/15,2,34.23,0.0,68.46,20.538,47.922,0.3,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,Consumer,Bruce Stewart,United States,US-West,Edmonds,Washington,98026,1,2014-12-30,30,12,2014
13857,5458,CA-2014-116680,2014-09-05,9/7/14,6,2.78,0.2,13.344,4.3368,9.0072,0.325,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,Consumer,Pete Kriz,United States,US-West,San Francisco,California,94122,0,2014-09-05,5,9,2014
13858,5459,CA-2014-116680,2014-09-05,9/7/14,8,230.98,0.2,1478.272,92.392,1385.88,0.0625,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",Consumer,Pete Kriz,United States,US-West,San Francisco,California,94122,0,2014-09-05,5,9,2014
13859,5460,US-2011-107405,2011-03-21,3/25/11,1,20.34,0.2,16.272,-3.8646,20.1366,-0.2375,Office Supplies,Storage,Tennsco Commercial Shelving,Corporate,Thomas Seio,United States,US-South,Asheville,North Carolina,28806,0,2011-03-21,21,3,2011
13860,5461,CA-2014-101574,2014-09-29,10/5/14,3,3.08,0.0,9.24,4.4352,4.8048,0.48,Furniture,Furnishings,Longer-Life Soft White Bulbs,Consumer,Bruce Degenhardt,United States,US-West,Los Angeles,California,90032,1,2014-09-29,29,9,2014
13861,5462,CA-2011-146591,2011-01-20,1/21/11,10,10.78,0.7,32.34,-23.716,56.056,-0.733333333,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,Toby Swindell,United States,US-West,Scottsdale,Arizona,85254,0,2011-01-20,20,1,2011
13862,5463,CA-2011-146591,2011-01-20,1/21/11,4,17.52,0.2,56.064,19.6224,36.4416,0.35,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Consumer,Toby Swindell,United States,US-West,Scottsdale,Arizona,85254,0,2011-01-20,20,1,2011
13863,5464,CA-2011-146591,2011-01-20,1/21/11,5,27.18,0.2,108.72,36.693,72.027,0.3375,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,Toby Swindell,United States,US-West,Scottsdale,Arizona,85254,0,2011-01-20,20,1,2011
