,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,Province (CA),Returned,Order_YMD,Order Day,Order Month,Order Year
3303,3303,46531,2011-08-21,8/21/11,23,3.8,0.06,84.47,7.98,76.49,0.09447141,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Consumer,Chuck Sachs,Canada,CA-Quebec,Quebec,0,2011-08-21,21,8,2011
3304,3304,47617,2009-12-08,12/9/09,17,304.99,0.09,5001.29,1680.92,3320.37,0.336097287,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Corporate,Sylvia Foulston,Canada,CA-Quebec,Quebec,0,2009-12-08,8,12,2009
3305,3305,47842,2010-05-12,5/12/10,50,4.28,0.06,230.23,-150.93,381.16,-0.655561829,Office Supplies,Paper,Xerox 1953,Small Business,Anthony Garverick,Canada,CA-Quebec,Quebec,0,2010-05-12,12,5,2010
3306,3306,48548,2011-03-26,3/27/11,3,3.28,0.03,13.71,-10.27,23.98,-0.749088257,Office Supplies,Pens & Art Supplies,Newell 337,Corporate,Astrea Jones,Canada,CA-Quebec,Quebec,0,2011-03-26,26,3,2011
3307,3307,49056,2009-10-01,10/3/09,46,6.48,0.05,300.07,-209.58,509.65,-0.698437031,Office Supplies,Paper,Xerox 212,Home Office,Cathy Hwang,Canada,CA-Quebec,Quebec,0,2009-10-01,1,10,2009
3308,3308,50759,2010-03-19,3/24/10,46,65.99,0.1,2422.721,366.18,2056.541,0.151144106,Technology,Telephones and Communication,Talkabout T8367,Corporate,Deborah Brumfield,Canada,CA-Quebec,Quebec,0,2010-03-19,19,3,2010
3309,3309,51556,2012-10-27,10/29/12,10,3.57,0.01,45.69,-24.21,69.9,-0.529875246,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Corporate,Frank Atkinson,Canada,CA-Quebec,Quebec,0,2012-10-27,27,10,2012
3310,3310,51620,2012-03-08,3/9/12,12,13.48,0.03,173.97,-2.55,176.52,-0.0146577,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Corporate,Ben Peterman,Canada,CA-Quebec,Quebec,0,2012-03-08,8,3,2012
3311,3311,52837,2012-01-18,1/20/12,32,193.17,0.08,5934.39,519.55,5414.84,0.087549015,Office Supplies,Storage & Organization,Fellowes StaxonsteelÂ® Drawer Files,Corporate,Julie Kriz,Canada,CA-Quebec,Quebec,0,2012-01-18,18,1,2012
3312,3312,54592,2011-06-12,6/16/11,28,70.98,0.05,1971.56,-15.29,1986.85,-0.00775528,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Small Business,Erica Hernandez,Canada,CA-Quebec,Quebec,0,2011-06-12,12,6,2011
3313,3313,55202,2011-08-24,8/26/11,33,95.99,0.07,3093.76,-850.71,3944.47,-0.274976081,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Small Business,Bobby Elias,Canada,CA-Quebec,Quebec,0,2011-08-24,24,8,2011
3314,3314,55239,2012-12-03,12/3/12,6,209.37,0.02,1008.872,-505.98,1514.852,-0.501530422,Furniture,Tables,Hon 2111 Invitationâ„¢ Series Corner Table,Consumer,Joni Wasserman,Canada,CA-Quebec,Quebec,0,2012-12-03,3,12,2012
3315,3315,57894,2012-04-03,4/5/12,47,306.14,0.09,13382.01,2852.94,10529.07,0.213192189,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Home Office,Jennifer Patt,Canada,CA-Quebec,Quebec,0,2012-04-03,3,4,2012
3316,3316,58599,2010-01-14,1/15/10,19,120.98,0.0,2328.62,45.54,2283.08,0.019556647,Furniture,Chairs & Chairmats,Hon Every-DayÂ® Chair Series Swivel Task Chairs,Small Business,Dianna Wilson,Canada,CA-Quebec,Quebec,0,2010-01-14,14,1,2010
3317,3317,132,2010-06-10,6/11/10,27,7.99,0.03,192.814,-86.2,279.014,-0.447062973,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Consumer,Emily Phan,Canada,CA-Quebec,Quebec,0,2010-06-10,10,6,2010
3318,3318,1191,2011-11-06,11/7/11,35,100.8,0.08,3532.96,-243.6,3776.56,-0.068950682,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Home Office,Karl Brown,Canada,CA-Quebec,Quebec,0,2011-11-06,6,11,2011
3319,3319,1444,2009-12-05,12/7/09,24,17.15,0.02,416.4,24.33,392.07,0.058429395,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Home Office,Noel Staavos,Canada,CA-Quebec,Quebec,0,2009-12-05,5,12,2009
3320,3320,1985,2009-09-01,9/3/09,1,5.78,0.09,11.35,-7.96,19.31,-0.701321586,Office Supplies,Paper,Xerox 1978,Home Office,Katherine Murray,Canada,CA-Quebec,Quebec,0,2009-09-01,1,9,2009
3321,3321,1988,2011-10-05,10/7/11,9,13.48,0.04,122.14,-16.99,139.13,-0.139102669,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Corporate,Paul Knutson,Canada,CA-Quebec,Quebec,0,2011-10-05,5,10,2011
3322,3322,2305,2010-01-25,1/25/10,11,120.33,0.01,1382.8,141.31,1241.49,0.102191206,Office Supplies,Storage & Organization,Iceberg Mobile Mega Data/Printer Cart Â®,Home Office,Maribeth Dona,Canada,CA-Quebec,Quebec,0,2010-01-25,25,1,2010
3323,3323,3397,2009-06-22,6/23/09,11,2.88,0.09,30.61,-3.38,33.99,-0.110421431,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Consumer,Alex Grayson,Canada,CA-Quebec,Quebec,0,2009-06-22,22,6,2009
3324,3324,3680,2012-12-09,12/11/12,24,3.8,0.1,99.53,18.28,81.25,0.183663217,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Corporate,Evan Henry,Canada,CA-Quebec,Quebec,0,2012-12-09,9,12,2012
3325,3325,3877,2010-05-20,5/20/10,14,48.04,0.02,700.46,254.31,446.15,0.363061417,Office Supplies,Paper,Xerox 1885,Corporate,Paul Knutson,Canada,CA-Quebec,Quebec,0,2010-05-20,20,5,2010
3326,3326,4033,2010-06-01,6/3/10,21,34.76,0.03,763.12,140.33,622.79,0.183889821,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Consumer,Bill Tyler,Canada,CA-Quebec,Quebec,0,2010-06-01,1,6,2010
3327,3327,4103,2012-07-02,7/6/12,3,11.66,0.07,42.5,-28.43,70.93,-0.668941176,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Home Office,Denise Leinenbach,Canada,CA-Quebec,Quebec,0,2012-07-02,2,7,2012
3328,3328,4455,2010-10-10,10/12/10,39,7.59,0.07,279.29,14.15,265.14,0.050664184,Furniture,Office Furnishings,"Master Giant FootÂ® Doorstop, Safety Yellow",Small Business,Michael Paige,Canada,CA-Quebec,Quebec,0,2010-10-10,10,10,2010
3329,3329,4896,2012-08-21,8/23/12,21,5.8,0.05,121.3,-64.87,186.17,-0.534789777,Office Supplies,Binders and Binder Accessories,Wilson Jones â€œSnapâ€ Scratch Pad Binder Tool for Ring Binders,Small Business,Michael Stewart,Canada,CA-Quebec,Quebec,0,2012-08-21,21,8,2012
3330,3330,4960,2011-02-25,2/27/11,4,6.48,0.04,40.87,-16.38,57.25,-0.40078297,Office Supplies,Paper,Xerox 1984,Corporate,Corinna Mitchell,Canada,CA-Quebec,Quebec,1,2011-02-25,25,2,2011
3331,3331,5189,2010-11-25,11/27/10,14,140.85,0.03,2066.63,65.58,2001.05,0.031732821,Office Supplies,Storage & Organization,"Fellowes Strictly BusinessÂ® Drawer File, Letter/Legal Size",Corporate,Evan Henry,Canada,CA-Quebec,Quebec,1,2010-11-25,25,11,2010
3332,3332,6086,2011-09-22,9/24/11,48,35.44,0.04,1734.72,57.89,1676.83,0.03337138,Office Supplies,Paper,Xerox 1880,Corporate,Michael Kennedy,Canada,CA-Quebec,Quebec,0,2011-09-22,22,9,2011
3333,3333,6912,2011-12-10,12/12/11,14,21.78,0.09,294.52,15.34,279.18,0.052084748,Office Supplies,Appliances,Holmes HEPA Air Purifier,Small Business,Alan Shonely,Canada,CA-Quebec,Quebec,0,2011-12-10,10,12,2011
3334,3334,6950,2012-03-26,3/28/12,4,55.99,0.08,187.3995,-225.3,412.6995,-1.202244403,Technology,Telephones and Communication,Accessory24,Home Office,Dianna Arnett,Canada,CA-Quebec,Quebec,0,2012-03-26,26,3,2012
3335,3335,7075,2011-10-10,10/12/11,15,15.42,0.02,241.89,-83.3,325.19,-0.344371408,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Corporate,Shirley Jackson,Canada,CA-Quebec,Quebec,0,2011-10-10,10,10,2011
3336,3336,7075,2011-10-10,10/14/11,43,1.86,0.01,83.34,-93.18,176.52,-1.118070554,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Corporate,Shirley Jackson,Canada,CA-Quebec,Quebec,0,2011-10-10,10,10,2011
3337,3337,7297,2009-09-14,9/15/09,7,45.19,0.08,296.84,-71.83,368.67,-0.241982213,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Business,Debra Catini,Canada,CA-Quebec,Quebec,0,2009-09-14,14,9,2009
3338,3338,7938,2010-03-13,3/15/10,23,5.98,0.04,139.19,-86.73,225.92,-0.623105108,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Corporate,Carlos Meador,Canada,CA-Quebec,Quebec,0,2010-03-13,13,3,2010
3339,3339,8065,2012-10-21,10/23/12,17,60.65,0.0,1125.76,379.28,746.48,0.336910176,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Small Business,Debra Catini,Canada,CA-Quebec,Quebec,0,2012-10-21,21,10,2012
3340,3340,8292,2010-02-01,2/2/10,18,15.74,0.02,299.87,130.04,169.83,0.433654584,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Corporate,Ellis Ballard,Canada,CA-Quebec,Quebec,1,2010-02-01,1,2,2010
3341,3341,8513,2011-07-15,7/22/11,8,8.62,0.0,84.64,-9.29,93.93,-0.109758979,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",Small Business,Fred McMath,Canada,CA-Quebec,Quebec,0,2011-07-15,15,7,2011
3342,3342,9024,2012-06-02,6/4/12,30,40.98,0.09,1136.44,-9.3,1145.74,-0.00818345,Technology,Computer Peripherals,Microsoft Office Keyboard,Home Office,Katherine Murray,Canada,CA-Quebec,Quebec,0,2012-06-02,2,6,2012
3343,3343,9635,2009-04-13,4/15/09,1,1.88,0.05,3.42,-2.91,6.33,-0.850877193,Office Supplies,Binders and Binder Accessories,StaplesÂ® General Use 3-Ring Binders,Corporate,Andy Reiter,Canada,CA-Quebec,Quebec,0,2009-04-13,13,4,2009
3344,3344,10436,2011-01-02,1/9/11,24,5.84,0.09,138.75,49.81,88.94,0.358990991,Office Supplies,Pens & Art Supplies,"Quartet OmegaÂ® Colored Chalk, 12/Pack",Corporate,Karl Brown,Canada,CA-Quebec,Quebec,0,2011-01-02,2,1,2011
3345,3345,10752,2011-09-10,9/11/11,5,15.99,0.03,95.38,-36.89,132.27,-0.386768715,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Business,Dianna Wilson,Canada,CA-Quebec,Quebec,0,2011-09-10,10,9,2011
3346,3346,11011,2012-05-13,5/14/12,36,7.31,0.1,251.05,118.79,132.26,0.473172675,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Business,Fred McMath,Canada,CA-Quebec,Quebec,0,2012-05-13,13,5,2012
3347,3347,11236,2010-10-30,10/31/10,49,4.98,0.01,261.02,-94.05,355.07,-0.360317217,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Business,Robert Barroso,Canada,CA-Quebec,Quebec,0,2010-10-30,30,10,2010
3348,3348,11650,2012-09-24,9/25/12,30,8.32,0.08,243.49,-45.89,289.38,-0.188467699,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Home Office,Valerie Mitchum,Canada,CA-Quebec,Quebec,0,2012-09-24,24,9,2012
3349,3349,11779,2010-06-29,7/1/10,45,6.88,0.04,311.1,86.6,224.5,0.278367085,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€",Consumer,Alex Grayson,Canada,CA-Quebec,Quebec,0,2010-06-29,29,6,2010
3350,3350,11779,2010-06-29,6/30/10,43,10.97,0.09,452.93,-172.34,625.27,-0.380500298,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Consumer,Alex Grayson,Canada,CA-Quebec,Quebec,0,2010-06-29,29,6,2010
3351,3351,12515,2010-05-13,5/16/10,16,125.99,0.08,1702.499,133.45,1569.049,0.078384774,Technology,Telephones and Communication,i600,Small Business,Michael Stewart,Canada,CA-Quebec,Quebec,0,2010-05-13,13,5,2010
3352,3352,12580,2010-01-13,1/15/10,43,3.28,0.04,140.72,-115.53,256.25,-0.820992041,Office Supplies,Pens & Art Supplies,Newell 342,Small Business,Dave Poirier,Canada,CA-Quebec,Quebec,1,2010-01-13,13,1,2010
3353,3353,12868,2011-03-01,3/2/11,31,1.76,0.09,53.33,-2.44,55.77,-0.04575286,Office Supplies,Pens & Art Supplies,Newell 310,Consumer,Muhammed Lee,Canada,CA-Quebec,Quebec,0,2011-03-01,1,3,2011
3354,3354,12931,2012-04-24,4/25/12,11,59.76,0.02,653.92,52.89,601.03,0.080881453,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Home Office,Doug Jacobs,Canada,CA-Quebec,Quebec,0,2012-04-24,24,4,2012
3355,3355,13027,2012-01-15,1/17/12,42,6.78,0.03,290.68,-93.5,384.18,-0.321659557,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Business,Fred McMath,Canada,CA-Quebec,Quebec,0,2012-01-15,15,1,2012
3356,3356,13476,2010-10-16,10/18/10,47,4.91,0.09,231.29,-147.86,379.15,-0.639284016,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Home Office,Noel Staavos,Canada,CA-Quebec,Quebec,0,2010-10-16,16,10,2010
3357,3357,13572,2012-05-17,5/18/12,7,5.02,0.07,40.11,-43.71,83.82,-1.089753179,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Home Office,Pierre Wener,Canada,CA-Quebec,Quebec,0,2012-05-17,17,5,2012
3358,3358,13731,2010-05-09,5/12/10,10,4.48,0.08,44.08,6.79,37.29,0.154038113,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Small Business,Tom Prescott,Canada,CA-Quebec,Quebec,0,2010-05-09,9,5,2010
3359,3359,14112,2009-07-24,7/24/09,1,50.98,0.02,68.45,-25.76,94.21,-0.37633309,Office Supplies,Appliances,Eureka The BossÂ® Cordless Rechargeable Stick Vac,Corporate,Paul Lucas,Canada,CA-Quebec,Quebec,0,2009-07-24,24,7,2009
3360,3360,14114,2009-04-06,4/8/09,38,170.98,0.01,6532.48,538.52,5993.96,0.082437298,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Small Business,Dave Poirier,Canada,CA-Quebec,Quebec,0,2009-04-06,6,4,2009
3361,3361,14114,2009-04-06,4/6/09,41,5.77,0.05,241.9,-136.7,378.6,-0.565109549,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Small Business,Dave Poirier,Canada,CA-Quebec,Quebec,0,2009-04-06,6,4,2009
3362,3362,15009,2011-12-21,12/23/11,46,28.15,0.09,1200.13,-7.8,1207.93,-0.006499296,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Business,Erica Hernandez,Canada,CA-Quebec,Quebec,1,2011-12-21,21,12,2011
3363,3363,15399,2012-05-13,5/15/12,7,284.98,0.01,2202.45,-51.28,2253.73,-0.023283162,Furniture,Chairs & Chairmats,Global Commerceâ„¢ Series High-Back Swivel/Tilt Chairs,Small Business,Benjamin Venier,Canada,CA-Quebec,Quebec,0,2012-05-13,13,5,2012
3364,3364,16036,2012-01-05,1/7/12,28,5.81,0.05,169.22,-165.11,334.33,-0.975712091,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Corporate,Harold Dahlen,Canada,CA-Quebec,Quebec,0,2012-01-05,5,1,2012
3365,3365,16036,2012-01-05,1/6/12,10,155.99,0.07,1319.421,-268.87,1588.291,-0.203778779,Technology,Telephones and Communication,I888 World Phone,Corporate,Harold Dahlen,Canada,CA-Quebec,Quebec,0,2012-01-05,5,1,2012
3366,3366,16036,2012-01-05,1/6/12,33,17.7,0.1,550.93,-141.6,692.53,-0.257019948,Office Supplies,Storage & Organization,PortfileÂ® Personal File Boxes,Corporate,Harold Dahlen,Canada,CA-Quebec,Quebec,0,2012-01-05,5,1,2012
3367,3367,17216,2012-05-27,5/28/12,7,320.98,0.05,2236.16,-99.16,2335.32,-0.044343875,Furniture,Chairs & Chairmats,Hon 4070 Series Pagodaâ„¢ Round Back Stacking Chairs,Small Business,Eric Barreto,Canada,CA-Quebec,Quebec,0,2012-05-27,27,5,2012
3368,3368,17698,2012-05-13,5/15/12,43,44.01,0.08,1883.82,528.77,1355.05,0.280690299,Office Supplies,Appliances,Acco SmartsocketÂ® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Corporate,Michael Kennedy,Canada,CA-Quebec,Quebec,0,2012-05-13,13,5,2012
3369,3369,17953,2012-08-20,8/22/12,21,68.81,0.01,1490.56,-499.51,1990.07,-0.335115661,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Small Business,Troy Staebel,Canada,CA-Quebec,Quebec,0,2012-08-20,20,8,2012
3370,3370,17953,2012-08-20,8/22/12,17,5.84,0.0,105.44,18.76,86.68,0.177921093,Office Supplies,Pens & Art Supplies,Newell 312,Small Business,Troy Staebel,Canada,CA-Quebec,Quebec,0,2012-08-20,20,8,2012
3371,3371,17959,2012-09-09,9/12/12,28,40.99,0.01,1201.68,146.8,1054.88,0.122162306,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Home Office,Doug Jacobs,Canada,CA-Quebec,Quebec,0,2012-09-09,9,9,2012
3372,3372,17959,2012-09-09,9/12/12,21,136.98,0.05,2784.57,847.06,1937.51,0.304197776,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Home Office,Doug Jacobs,Canada,CA-Quebec,Quebec,0,2012-09-09,9,9,2012
3373,3373,18017,2010-03-25,3/27/10,22,296.18,0.02,5202.896,-715.78,5918.676,-0.137573382,Furniture,Tables,Hon 94000 Series Round Tables,Small Business,Benjamin Venier,Canada,CA-Quebec,Quebec,0,2010-03-25,25,3,2010
3374,3374,18373,2012-04-12,4/12/12,35,207.48,0.09,6608.24,2164.64,4443.6,0.327566795,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Corporate,Tracy Poddar,Canada,CA-Quebec,Quebec,0,2012-04-12,12,4,2012
3375,3375,19558,2011-02-25,2/28/11,2,3.29,0.04,7.98,-3.93,11.91,-0.492481203,Office Supplies,Rubber Bands,AccoÂ® Hot Clipsâ„¢ Clips to Go,Corporate,Ellis Ballard,Canada,CA-Quebec,Quebec,0,2011-02-25,25,2,2011
3376,3376,20518,2009-10-05,10/6/09,49,200.99,0.07,8252.361,2418.56,5833.801,0.293074915,Technology,Telephones and Communication,2160i,Corporate,Paul Knutson,Canada,CA-Quebec,Quebec,0,2009-10-05,5,10,2009
3377,3377,20518,2009-10-05,10/6/09,7,297.48,0.01,2205.84,-313.13,2518.97,-0.141954992,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Corporate,Paul Knutson,Canada,CA-Quebec,Quebec,0,2009-10-05,5,10,2009
3378,3378,20737,2011-12-25,12/27/11,15,286.85,0.1,3364.248,-693.23,4057.478,-0.206057936,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Home Office,Aaron Hawkins,Canada,CA-Quebec,Quebec,0,2011-12-25,25,12,2011
3379,3379,20903,2009-05-20,5/21/09,4,100.98,0.04,442.99,-152.76,595.75,-0.344838484,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Consumer,Elizabeth Moffitt,Canada,CA-Quebec,Quebec,0,2009-05-20,20,5,2009
3380,3380,21344,2012-12-09,12/13/12,29,20.89,0.08,587.2,134.25,452.95,0.228627384,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Corporate,Bobby Trafton,Canada,CA-Quebec,Quebec,0,2012-12-09,9,12,2012
3381,3381,21344,2012-12-09,12/18/12,39,2.89,0.05,110.79,42.68,68.11,0.385233324,Office Supplies,Labels,Avery 498,Corporate,Bobby Trafton,Canada,CA-Quebec,Quebec,0,2012-12-09,9,12,2012
3382,3382,21606,2011-01-22,1/23/11,29,17.48,0.06,516.62,138.33,378.29,0.267759669,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Small Business,Troy Staebel,Canada,CA-Quebec,Quebec,0,2011-01-22,22,1,2011
3383,3383,22183,2012-04-23,4/24/12,30,5.84,0.06,177.22,68.96,108.26,0.389120867,Office Supplies,Pens & Art Supplies,"Quartet OmegaÂ® Colored Chalk, 12/Pack",Corporate,Speros Goranitis,Canada,CA-Quebec,Quebec,0,2012-04-23,23,4,2012
3384,3384,22338,2010-05-14,5/15/10,24,35.77,0.09,790.24,-213.18,1003.42,-0.269766147,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Consumer,Bill Tyler,Canada,CA-Quebec,Quebec,0,2010-05-14,14,5,2010
3385,3385,23268,2012-01-16,1/18/12,14,3.6,0.09,50.85,-6.81,57.66,-0.133923304,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Home Office,Pierre Wener,Canada,CA-Quebec,Quebec,0,2012-01-16,16,1,2012
3386,3386,23522,2011-04-11,4/13/11,20,65.99,0.06,1077.8085,17.25,1060.5585,0.016004698,Technology,Telephones and Communication,5180,Small Business,Alan Shonely,Canada,CA-Quebec,Quebec,0,2011-04-11,11,4,2011
3387,3387,23522,2011-04-11,4/12/11,19,159.99,0.1,2899.98,666.01,2233.97,0.229660205,Technology,Computer Peripherals,Gyration RF Keyboard,Small Business,Alan Shonely,Canada,CA-Quebec,Quebec,0,2011-04-11,11,4,2011
3388,3388,23522,2011-04-11,4/13/11,36,6.48,0.1,233.38,-180.17,413.55,-0.772002742,Office Supplies,Paper,Xerox 227,Small Business,Alan Shonely,Canada,CA-Quebec,Quebec,0,2011-04-11,11,4,2011
3389,3389,23968,2011-03-04,3/7/11,19,6.48,0.05,127.48,-41.99,169.47,-0.329385002,Office Supplies,Paper,Xerox 226,Corporate,Tracy Poddar,Canada,CA-Quebec,Quebec,0,2011-03-04,4,3,2011
3390,3390,24644,2009-07-28,7/30/09,40,60.97,0.01,2550.12,882.45,1667.67,0.346042539,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Corporate,Tony Molinari,Canada,CA-Quebec,Quebec,0,2009-07-28,28,7,2009
3391,3391,25472,2009-05-21,5/22/09,40,4.98,0.03,194.02,80.35,113.67,0.414132564,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Small Business,Bill Shonely,Canada,CA-Quebec,Quebec,0,2009-05-21,21,5,2009
3392,3392,25927,2009-04-22,4/22/09,14,29.74,0.02,422.83,-21.06,443.89,-0.049807251,Office Supplies,Storage & Organization,Acco PermaÂ® 2700 Stacking Storage Drawers,Corporate,Rick Duston,Canada,CA-Quebec,Quebec,0,2009-04-22,22,4,2009
3393,3393,25955,2011-05-04,5/6/11,10,16.06,0.03,170.35,-39.92,210.27,-0.234341063,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Corporate,Janet Martin,Canada,CA-Quebec,Quebec,0,2011-05-04,4,5,2011
3394,3394,26276,2010-09-12,9/16/10,19,999.99,0.0,20329.8,9224.1,11105.7,0.453723106,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Corporate,Janet Martin,Canada,CA-Quebec,Quebec,0,2010-09-12,12,9,2010
3395,3395,26306,2012-10-30,11/4/12,15,209.37,0.0,2567.64,-505.98,3073.62,-0.197060336,Furniture,Tables,Hon 2111 Invitationâ„¢ Series Corner Table,Corporate,Brendan Murry,Canada,CA-Quebec,Quebec,0,2012-10-30,30,10,2012
3396,3396,26724,2009-02-06,2/8/09,2,999.99,0.09,1838.18,-2531.48,4369.66,-1.377166545,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Small Business,Bobby Elias,Canada,CA-Quebec,Quebec,0,2009-02-06,6,2,2009
3397,3397,26784,2010-07-23,7/24/10,12,120.98,0.02,1466.95,-64.14,1531.09,-0.043723372,Furniture,Chairs & Chairmats,Hon Every-DayÂ® Chair Series Swivel Task Chairs,Consumer,Christy Brittain,Canada,CA-Quebec,Quebec,1,2010-07-23,23,7,2010
3398,3398,26784,2010-07-23,7/24/10,33,13.99,0.09,440.23,-37.94,478.17,-0.086182223,Technology,Office Machines,Sharp EL500L Fraction Calculator,Consumer,Christy Brittain,Canada,CA-Quebec,Quebec,1,2010-07-23,23,7,2010
